Date/Time;Environment:Site Outdoor Air Drybulb Temperature [C](Daily);Environment:Site Outdoor Air Relative Humidity [%](Daily);BEZERREIRO:Zone Operative Temperature [C](Daily);CIRCULA:Zone Operative Temperature [C](Daily);BEZERREIRO:Zone Air Relative Humidity [%](Daily);CIRCULA:Zone Air Relative Humidity [%](Daily) 
 07/01;13,0171875;89,24479166666667;17,154047948012246;16,83879175401361;74,83248702914428;74,28484628129651 
 07/02;13,020312499999998;98,90104166666667;16,438778353704469;16,083947001280476;78,45179171566153;78,07723002000486 
 07/03;15,401562500000005;95,890625;16,694876101386574;16,31864958388869;77,07306226430223;76,80274226832965 
 07/04;17,548958333333336;94,81770833333333;16,97691492534059;16,645553039911616;75,62738165217844;75,16557525176397 
 07/05;19,480729166666668;90,34895833333333;17,886982594034149;17,610631991211144;71,18772614057527;70,511978462755 
 07/06;15,0609375;87,73958333333333;18,107659699961933;17,915072661647419;70,45529431562402;69,40423198574676 
 07/07;11,111979166666665;90,41666666666667;16,965438576953465;16,738005194845944;76,3799275454057;75,40898821825253 
 07/08;11,7578125;94,86979166666667;16,571218421261326;16,246169750083955;78,59834277606153;78,0579261893378 
 07/09;13,34114583333333;93,140625;16,54067711339356;16,161120983756978;78,59896754132169;78,33586484961461 
 07/10;14,5234375;94,64583333333333;17,281563116578785;16,90198002178088;75,04478226553545;74,79077564590297 
 07/11;13,942187499999998;92,4375;17,446439462860835;17,08975006782728;74,25351783375138;73,90172866238952 
 07/12;16,292708333333338;77,90104166666667;17,54276516448895;17,21271051007839;73,65708371653833;73,19315405643596 
 07/13;16,9109375;73,02083333333333;18,351095893376944;18,05557266778588;69,85325192439056;69,25056727272318 
 07/14;17,994270833333329;86,34375;19,07535659131342;18,823722749200227;66,66610730812818;65,90026082123279 
 07/15;17,422395833333334;83,328125;18,673381254792387;18,452524737881768;68,1663131863693;67,28237468284867 
 07/16;17,8171875;76,72916666666667;19,228484302492768;19,044846143403558;65,84862288894414;64,82017645877436 
 07/17;15,432291666666659;75,65104166666667;19,213943863547717;19,04589648395656;65,73472020719889;64,64715163330243 
 07/18;14,063541666666671;80,79166666666667;19,02348098241981;18,80045881840376;66,78628529680262;65,90471760914251 
 07/19;12,854687500000003;86,33854166666667;18,354591896495078;18,034430178685058;69,87704534365854;69,36945519184245 
 07/20;14,96458333333333;94,89583333333333;18,106389082254287;17,703579292987809;70,91924749604138;70,77160397648925 
 07/21;15,053125;96,57291666666667;18,04175351926209;17,612774444211405;70,97720841957073;70,95777235348656 
 07/22;15,19270833333333;78,3125;17,95087611150867;17,503641675495115;70,92340558772064;70,97932487566958 
 07/23;15,873958333333335;88,28125;17,616405172332518;17,223390258659177;72,09134758950613;71,92146438956563 
 07/24;11,06875;82,30208333333333;16,794918621603974;16,430836338236074;76,49501825015283;76,18189249405639 
 07/25;8,192708333333334;81,15625;15,805401968307964;15,34910851091532;82,04840537151904;82,1622981317734 
 07/26;9,075000000000001;90,98958333333333;15,612118584202618;15,06054602755629;83,24546596321706;83,8739121750772 
 07/27;8,231770833333334;97,91145833333333;15,11296670971157;14,494713659356109;86,33403298426849;87,38347111071617 
 07/28;8,965104166666665;97,38020833333333;14,795992804640198;14,060558465605567;88,20653181625932;89,958324830802 
 07/29;15,576041666666667;96,484375;15,286610017911363;14,592009618758878;84,98770145977837;86,47914364962394 
 07/30;17,2203125;92,90104166666667;15,955353825368837;15,43712056157441;81,03919570100899;81,53476002343888 
 07/31;18,225520833333336;90,875;16,276532753399115;15,885962237334411;79,16188970387391;79,00069833936429 
 08/01;18,368229166666667;90,875;16,914792923687178;16,64048974325033;75,7625154793164;75,04079779340923 
 08/02;18,0515625;92,45833333333333;18,055961545437709;17,868455915699028;70,37250748786146;69,29376239948594 
 08/03;20,39479166666667;81,36458333333333;18,97365644002831;18,810577277509649;66,07937154550015;64,97063206494754 
 08/04;13,674479166666666;79,88541666666667;18,010376679972919;17,88492912890081;71,11075093059394;69,77229474893139 
 08/05;10,159895833333334;80,97395833333333;16,578800748830383;16,36819364425819;78,41005091905234;77,32275077021075 
 08/06;15,067187499999998;88,94270833333333;16,64634349273254;16,28815118950478;77,47356601141827;77,08312898334755 
 08/07;15,927604166666669;88,1875;16,81364812068696;16,50843627979012;76,71532566410407;76,12500869134776 
 08/08;10,897395833333333;77,24479166666667;15,698155350991107;15,39272428034981;83,10744080948578;82,46675549722058 
 08/09;11,308333333333332;89,484375;15,053538756388216;14,685473837696195;86,12147247826266;85,80039741027332 
 08/10;16,637499999999997;89,90625;15,471111407001447;15,071625946656996;83,02264147170853;82,88456241196029 
 08/11;14,086979166666666;75,453125;16,932012382788803;16,61773426611076;75,906150815705;75,3387974128443 
 08/12;11,759375000000004;91,0;16,6785548256417;16,327559758246946;77,34072107611742;76,96526457462402 
 08/13;9,092708333333333;87,68229166666667;15,801924584212764;15,371002620867117;82,49272037304614;82,49774741944366 
 08/14;9,522395833333336;90,52083333333333;14,812079063814709;14,30436991699999;87,92395049761451;88,36460256484919 
 08/15;10,377083333333334;90,484375;14,751008429799242;14,206097955421124;88,23012138527268;88,90081176915887 
 08/16;14,600000000000004;85,68229166666667;16,040248599335006;15,511701009807882;81,11689726921945;81,62449855508578 
 08/17;16,484895833333338;95,92708333333333;17,062520247563105;16,613532244938548;75,80359827847005;75,87765038572465 
 08/18;15,922395833333331;96,11458333333333;16,760838269647917;16,337437756683959;77,06038100782584;77,05908144693821 
 08/19;15,375;96,65625;16,837710418923199;16,446688466282415;76,61240375461623;76,44264413601987 
 08/20;13,987500000000003;97,61458333333333;17,29501869365145;16,942994984926786;74,56310920516556;74,18256912308149 
 08/21;18,416145833333336;94,78125;17,47444033900709;17,11045991832317;73,36358345497949;73,06429161576506 
 08/22;19,382291666666665;83,92708333333333;17,837794215572964;17,582556303158215;71,58095144402289;70,80466974510671 
 08/23;17,144791666666668;81,07291666666667;18,176531633017885;17,981674989369546;69,91407899003402;68,87845992339787 
 08/24;25,102083333333338;95,84375;19,807125798615677;19,57794367132011;62,60886410007627;61,81810922683346 
 08/25;16,022395833333336;86,16666666666667;19,931608235124896;19,857608325993696;62,29131548128894;60,900776039764547 
 08/26;11,182291666666665;87,69791666666667;18,69623488158367;18,50412043826437;67,70592797483549;66,68743239273465 
 08/27;9,486458333333334;81,27604166666667;18,0631095192867;17,68146053058569;70,96113877044248;70,67644525286467 
 08/28;9,391145833333331;76,296875;18,209523780579287;17,67026506228318;70,5787877918987;70,987286893102 
 08/29;12,145833333333334;64,96875;18,137848375244457;17,524042717096955;70,8310654112281;71,60482529878145 
 08/30;14,923958333333332;69,03645833333333;18,257640247958915;17,66664383840207;70,0211646314292;70,69401676582824 
 08/31;18,61041666666667;72,40625;19,016418513966085;18,484388722498726;66,33470334277833;66,72964213283147 
 09/01;14,559895833333334;78,57291666666667;19,47517997902362;19,041460946346697;64,64587667664752;64,608478311492 
 09/02;15,1703125;63,46875;19,67434337229434;19,215698175079539;63,73601892191252;63,80745413597106 
 09/03;17,056250000000003;81,65104166666667;20,035865173545984;19,568891043506345;62,67800498980518;62,77321003442726 
 09/04;16,26458333333333;85,24479166666667;19,19427267530169;18,759215631625645;66,3291794270496;66,32690825862831 
 09/05;17,702604166666665;96,07291666666667;19,132847597803968;18,677221210849017;66,2764943069625;66,35700456121532 
 09/06;16,49322916666667;96,17708333333333;19,091806579114576;18,62962835350439;66,04073946189343;66,14826618130887 
 09/07;15,917708333333336;86,40104166666667;19,346592615579657;18,846250255990538;65,4849910576899;65,71813522414641 
 09/08;16,516666666666663;84,75520833333333;18,52428735546608;18,057467905131344;68,75933018718531;68,91371088951404 
 09/09;23,157291666666667;89,17708333333333;19,283307744990613;18,853412142229755;64,85065360622217;64,84880120223584 
 09/10;12,733333333333333;92,71354166666667;18,980972307927308;18,734893768024454;66,42872882207482;65,6539242647285 
 09/11;13,207291666666669;97,79166666666667;17,78412708507958;17,424178847957618;72,16385777616036;71,81981436028339 
 09/12;12,947916666666666;89,63541666666667;17,514353817145627;17,091649865233049;73,34894226683432;73,27659282341958 
 09/13;16,996354166666668;65,66145833333333;18,16248342194949;17,739985990946;70,30494902186639;70,23085312457441 
 09/14;17,25520833333334;74,78645833333333;18,371201122558067;18,00819649606493;69,11522310901124;68,811453943116 
 09/15;17,768229166666669;87,58333333333333;18,41022671362325;18,100943123254436;68,70550706273353;68,18194146948217 
 09/16;14,33854166666667;85,734375;18,529919586599424;18,200378512544434;68,85568474881126;68,3863175623923 
 09/17;14,731770833333334;85,22395833333333;18,4293304828371;18,06888100779709;69,45327844258897;69,12291190248887 
 09/18;16,7;82,32291666666667;19,084109456184568;18,684262211044748;66,41374358783985;66,23980463103728 
 09/19;18,980729166666668;78,97395833333333;20,445160949088728;20,052825631952055;60,77580096882977;60,56048124681815 
 09/20;18,088541666666669;84,53645833333333;21,013322682663703;20,66801782506892;58,68623447950235;58,32283047909459 
 09/21;14,829166666666668;79,22395833333333;20,701267549360759;20,33169383107651;60,240201199874359;59,96363412928915 
 09/22;15,101562499999999;88,82291666666667;20,165367906953095;19,711389494219345;62,272125391995867;62,31220744823787 
 09/23;21,14375;81,02604166666667;20,45330993806204;19,997002532789855;60,58491784044102;60,64304793111757 
 09/24;17,3046875;80,79166666666667;20,30764440721177;19,96929665475542;61,3509660150657;60,97615315044265 
 09/25;16,505208333333333;78,17708333333333;20,006553315003079;19,63783702584551;62,42906387999434;62,15045231581801 
 09/26;15,981249999999998;84,32291666666667;20,671522428566225;20,30858034532775;60,03405306769117;59,7181192181698 
 09/27;14,454687499999997;79,72395833333333;20,47567582999235;20,044351628316858;61,227527316539717;61,17534130635698 
 09/28;19,040104166666667;79,78645833333333;20,306260908000885;19,87380364814222;61,262514035208109;61,23763859292143 
 09/29;18,68385416666667;82,93229166666667;21,152842035259967;20,77011652787635;58,1362669887333;57,90124834604601 
 09/30;16,746875;91,296875;21,321470068198498;20,928734541996286;57,67652877850305;57,483415873949578 
 10/01;17,393229166666669;86,71875;22,056822230756194;21,614708102047684;55,488842316487758;55,441065568897709 
 10/02;14,475520833333329;73,0;22,39142925112733;21,911109978736904;54,87588539542605;54,95646121745042 
 10/03;15,760416666666663;70,25;22,174419979881283;21,620286706888988;55,62776300522135;55,97354068070734 
 10/04;17,384895833333336;87,83333333333333;21,808457119426536;21,220385378478786;56,4862906747625;56,96257337947409 
 10/05;18,8328125;85,71875;21,939593930570657;21,340682572593864;55,80744158417199;56,315989970517147 
 10/06;18,000520833333338;75,15625;21,57493039207145;21,00006863150622;56,91395329684409;57,36087742730006 
 10/07;20,740104166666666;67,65104166666667;21,180091073837706;20,65186557737294;58,1878093165196;58,498311174855107 
 10/08;21,042708333333335;74,73958333333333;21,737039112320756;21,253392842959895;56,28011143326031;56,399336651373349 
 10/09;19,134375000000003;70,15625;22,49820963873354;22,067796387547035;53,3714007235321;53,3045042950701 
 10/10;17,1375;74,63541666666667;23,317269790829945;22,900130843023317;51,025021126111969;50,89387644812293 
 10/11;16,05104166666667;92,890625;23,303262296841493;22,770040796475539;51,45636223311269;51,677293034627577 
 10/12;17,176041666666664;83,38541666666667;23,856221591348299;23,267847551063054;49,58005199350462;49,95583396761339 
 10/13;18,003645833333338;90,56770833333333;23,390482180535299;22,78082880024084;50,91063047375973;51,39431757586388 
 10/14;18,714583333333338;94,29166666666667;23,523107074092548;22,817032388033714;50,63176702532328;51,39326739384466 
 10/15;19,1171875;94,56770833333333;23,880912718485829;23,170406889419636;49,52716417191798;50,283891207706208 
 10/16;19,237500000000006;89,80729166666667;23,993126866926386;23,34161148647048;48,82712341685564;49,404733661895509 
 10/17;18,003645833333338;80,69791666666667;24,158286312144939;23,51875153528661;48,52235435253459;49,037955790293128 
 10/18;20,920312499999996;88,09375;23,60530689554527;23,01259804650826;49,842767439458338;50,27426222791964 
 10/19;19,9265625;84,35416666666667;23,427324847944055;22,895566020145837;50,520582443337108;50,76785143495394 
 10/20;17,248437499999999;78,53645833333333;23,215530884793777;22,68507016385605;51,64210063874094;51,8810509996074 
 10/21;17,419791666666666;75,58333333333333;23,536293994660459;22,979918022945936;50,81998980141555;51,12585956096196 
 10/22;19,265104166666668;96,38541666666667;22,908535512320385;22,36216640090311;52,61273677716318;52,92554886817064 
 10/23;21,260416666666669;93,35416666666667;23,550304190173198;22,99595219942587;50,491308947825448;50,7876769828668 
 10/24;20,4125;91,09895833333333;23,27742499321887;22,815646337915444;51,15718943392537;51,20084482974875 
 10/25;21,30625;96,85416666666667;23,641123811226053;23,219967896538724;50,049807791268907;49,95414997387771 
 10/26;21,98177083333333;90,02083333333333;24,13608200168463;23,718451110776944;48,58327707703594;48,47374420725572 
 10/27;23,16145833333333;81,10416666666667;24,893581043066658;24,491263407858953;46,43128471061538;46,2711764454146 
 10/28;25,904687499999999;79,25;25,61304386105977;25,235845857325758;44,41657688081327;44,199249834525698 
 10/29;26,118749999999996;87,375;26,507052664031407;26,21809496665531;41,81480477246306;41,38180492312554 
 10/30;20,718229166666668;73,58333333333333;26,29048280432545;26,036826717587819;42,50274406722038;41,98243099444826 
 10/31;21,440624999999998;79,30729166666667;25,750540104583874;25,435425064869539;44,10113790888531;43,725662662947367 
 11/01;20,685937499999999;80,546875;26,01845601090382;25,653813695924698;43,610457260394557;43,34521455375796 
 11/02;19,078645833333338;87,72916666666667;25,95727367399493;25,51244967340719;43,876134868847127;43,82033297895327 
 11/03;19,34322916666667;86,65625;25,68388040131353;25,10508654498189;44,15193288735344;44,44278093541944 
 11/04;19,9609375;82,01041666666667;25,937984064604128;25,273918662312288;43,461954901097588;43,96354357128333 
 11/05;16,91666666666666;80,19791666666667;26,104276356072338;25,382642777490035;43,51469694903843;44,157699781406517 
 11/06;19,381770833333328;89,49479166666667;25,847923273867548;25,069060944667453;43,96524714903715;44,79184305246647 
 11/07;22,362500000000009;81,734375;26,96463777339206;26,171939161902797;40,98731733678189;41,75757983247867 
 11/08;20,653645833333333;80,30208333333333;27,636110243289456;26,928614958825084;39,511714865865958;40,05425405082872 
 11/09;21,74739583333334;82,15104166666667;27,89084464131236;27,26683440284464;38,911186434009618;39,26286314047436 
 11/10;21,922916666666667;81,52083333333333;28,288164073382445;27,68867918318173;38,051205732838749;38,320475574621458 
 11/11;22,30989583333334;79,27083333333333;28,16682730483642;27,60443992284992;38,16614422351365;38,37443747720688 
 11/12;19,905729166666668;76,515625;27,96591033312173;27,437041780945966;38,552175524172977;38,68115413236849 
 11/13;18,64895833333333;79,5625;27,041567813617644;26,487347910138867;40,91856461894914;41,1233515985871 
 11/14;17,2265625;88,03125;26,116085346546798;25,43662305814959;43,3426876534146;43,879384107424538 
 11/15;20,836979166666667;79,3125;26,166600390694538;25,418960574967245;43,18692771847957;43,90746171623335 
 11/16;23,340625;71,73958333333333;26,958041810565068;26,228086931706146;41,346972775079738;41,972614541340188 
 11/17;21,6765625;74,60416666666667;27,211669155612328;26,58949638103031;40,71749885569533;41,085833321420199 
 11/18;23,126562500000003;73,58333333333333;26,37782452560263;25,81289223922739;42,434465200264927;42,70436702353169 
 11/19;25,202083333333339;72,01041666666667;27,041374343679747;26,472103323671076;40,701660009570108;40,94091621200896 
 11/20;22,9765625;84,72916666666667;27,23391716059073;26,74489724143864;40,32857741448069;40,38493231991442 
 11/21;22,928125000000006;77,07291666666667;27,661540952815938;27,128027182204816;39,378864477267047;39,51064749338739 
 11/22;21,353645833333336;78,92708333333333;27,433566041045525;26,9131466372913;39,704342194623617;39,830018365422137 
 11/23;20,2703125;79,05208333333333;27,383510845680776;26,798618304716738;40,12009097431133;40,38123388232509 
 11/24;24,467187500000006;78,83333333333333;27,872605681516875;27,28584907194639;38,85089986340234;39,11005282245788 
 11/25;22,89270833333333;78,52604166666667;28,618758498140495;28,112452984377215;37,19834934302392;37,26039094128982 
 11/26;22,447916666666669;78,30208333333333;28,862627146346726;28,35866549484749;36,726446727944367;36,783192373684268 
 11/27;20,915625;77,82291666666667;28,437388971922777;27,924301682132847;37,72816480778196;37,819718478229827 
 11/28;20,127604166666669;75,19270833333333;27,476242117767798;26,96251793118198;39,95492243331527;40,06685394259123 
 11/29;23,686458333333336;75,703125;27,288390883851489;26,729973976045114;40,23645101253145;40,4502728556316 
 11/30;26,485937500000007;84,90625;27,925918090104657;27,37962609650666;38,60414137365382;38,777386535699069 
 12/01;23,55260416666667;83,78645833333333;28,13325951762796;27,658038897485338;38,209378174324807;38,220158463048317 
 12/02;24,15052083333333;86,94791666666667;27,655946303661385;27,179120213889719;39,17634327266779;39,20419168538551 
 12/03;22,302083333333333;84,171875;27,613573742435169;27,099718912575058;39,33373824517084;39,435340951093788 
 12/04;20,676041666666668;77,203125;27,52156208318934;26,95565574024555;39,914889201310298;40,131658537425177 
 12/05;21,909375;77,421875;27,78391255125399;27,18114687962903;39,40360660667861;39,693116685190137 
 12/06;23,741666666666676;76,52604166666667;28,041667639080847;27,415269552894587;38,630988083757497;38,979662299403738 
 12/07;27,010416666666669;77,046875;28,895246925170427;28,301096160533875;36,645679533266619;36,90050798915272 
 12/08;26,08072916666666;77,16145833333333;29,828124637166636;29,330624052517526;34,69216731330059;34,72715732246743 
 12/09;25,16354166666666;77,859375;30,049971231064988;29,56770094191692;34,183169147642328;34,18919585329656 
 12/10;23,166666666666669;92,15104166666667;30,006957506624429;29,517579353702826;34,21176824030507;34,228051575248127 
 12/11;21,217187499999999;86,67708333333333;29,400802585248159;28,894479822361978;35,7051327624075;35,7663595279054 
 12/12;19,997395833333337;72,41145833333333;28,91414166008614;28,336951608178553;36,68918868298188;36,89735579645319 
 12/13;21,896874999999999;78,00520833333333;28,457953153098729;27,84584944725835;37,519715573622047;37,823029909020359 
 12/14;20,227083333333334;81,02083333333333;28,004450705258006;27,402782120885477;38,70657574121572;38,99951498330645 
 12/15;20,4109375;79,578125;27,878256558365498;27,25515189873511;39,08783190620607;39,42940862892917 
 12/16;21,365104166666666;76,56770833333333;28,07377553245605;27,429376836186408;38,56113750875753;38,94496387085881 
 12/17;23,249479166666665;76,125;28,63887250472794;27,992519530529806;37,152891240980689;37,516695394198617 
 12/18;23,080729166666669;74,4375;29,108188025550616;28,488022590343577;36,198450643488097;36,48897419659237 
 12/19;23,496875;78,19791666666667;29,102911478017217;28,543087977236199;36,09415309508931;36,280216676326 
 12/20;24,254166666666664;77,93229166666667;29,57922624415387;29,049564600384998;34,996409308052609;35,093638989532447 
 12/21;21,06458333333333;75,828125;30,064236517650227;29,531603844544774;34,00509881056494;34,08958161653131 
 12/22;19,5265625;78,85416666666667;29,41071780979777;28,832142823290018;35,645477666097708;35,85187931166968 
 12/23;19,111458333333336;81,73958333333333;28,982020639314809;28,317127008371985;36,82065426748648;37,21956664773347 
 12/24;19,792708333333335;89,07291666666667;28,199992961471069;27,45234467345564;38,41310793238148;39,02532110795547 
 12/25;23,296354166666665;75,82291666666667;28,298736732341437;27,50037430284465;38,05918598451867;38,78174528893658 
 12/26;23,66041666666666;77,19270833333333;29,312115924008237;28,56880793873759;35,93417809193076;36,47360731804792 
 12/27;25,127604166666669;73,36979166666667;30,038783286308818;29,374299134097329;34,26264715987457;34,62748134686459 
 12/28;24,866145833333336;69,73958333333333;30,607707456101726;30,04546642566716;33,10844917354974;33,25938398159584 
 12/29;24,736458333333329;71,66666666666667;29,79562935627469;29,322608323031849;34,642661181654087;34,64851296248252 
 12/30;25,598437500000008;69,07291666666667;28,956415027124995;28,506692824704193;36,27852933039484;36,23785526922372 
 12/31;25,561458333333336;78,890625;29,207241100983308;28,766153914433;35,677972685849038;35,60842230091634 
